vanacloig,vanacloig_inchikey,neighbor,neighbor_inchikey,similarity,exact
benomyl,RIOXQFHNBCKOKP-UHFFFAOYSA-N,benomyl,RIOXQFHNBCKOKP-UHFFFAOYSA-N,1.0,True
methyl methanesulfonate,MBABOKRGFJTBAE-UHFFFAOYSA-N,methyl methanesulfonate,MBABOKRGFJTBAE-UHFFFAOYSA-N,0.9999999999999994,True
ethanol,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,nitric oxide,MWUXSHHQAYIFBG-UHFFFAOYSA-N,0.9994025882388751,False
caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.8861214477166417,False
azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,myriocin,ZZIKIHCNFWXKDY-GNTQXERDSA-N,0.8847643784912544,False
4-hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.8814685029613256,False
sinapic acid,PCMORTLOPMLEFB-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8720627307549143,False
ferulamide,YYAJJKZSQWOLIP-HWKANZROSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8670086537944719,False
nonylacridine orange,DRBHTUDHPPBMCD-UHFFFAOYSA-M,"3,6-diamino-10-methylacridinium chloride",KKAJSJJFBSOMGS-UHFFFAOYSA-N,0.8665731228135042,False
ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8562284910135861,False
benzoic acid,WPYMKLBDIGXBTP-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.8545611185253016,False
p-coumaric acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.853439004555346,False
"2-propenamide, 3-(4-hydroxyphenyl)-, (2e)-",DSMLJOHWFORNLY-ZZXKWVIFSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8524695362488977,False
methylglyoxal,AIJULSRZWUXGPQ-UHFFFAOYSA-N,acetic acid,QTBSBXVTEAMEQO-UHFFFAOYSA-N,0.8493726983255683,False
syringaldehyde,KCDXJAYRVLXPFO-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8443889316231695,False
sodium glyoxylate,SOEVVANXSDKPIY-UHFFFAOYSA-M,potassium metabisulfite,RWPGFSMJFRPDDP-UHFFFAOYSA-L,0.8217592316614619,False
cinnamic acid,WBYWAXJHAXSJNI-VOTSOKGWSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.8193488527787359,False
vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8181111825584523,False
1-ethyl-3-methylimidazolium chloride,BMQZYMYBQZGEEY-UHFFFAOYSA-M,paraquat,INFDPOAKFNIJBF-UHFFFAOYSA-N,0.8163746283842864,False
4'-hydroxyacetophenone,TXFPEBPIARQUIG-UHFFFAOYSA-N,hexestrol,PBBGSZCBWVPOOL-HDICACEKSA-N,0.814618065456381,False
4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.806983570176501,False
sodium butyrate,MFBOGIVSZKQAPD-UHFFFAOYSA-M,potassium metabisulfite,RWPGFSMJFRPDDP-UHFFFAOYSA-L,0.8045433813971763,False
