vanacloig,vanacloig_inchikey,neighbor,neighbor_inchikey,similarity,exact
ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,1.0000000000000002,True
benomyl,RIOXQFHNBCKOKP-UHFFFAOYSA-N,benomyl,RIOXQFHNBCKOKP-UHFFFAOYSA-N,1.0,True
vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,0.9778931102208779,False
sinapic acid,PCMORTLOPMLEFB-UHFFFAOYSA-N,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,0.9543956499125837,False
syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,0.9329774402185237,False
p-coumaric acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,fenbufen,ZPAKPRAICRBAOD-UHFFFAOYSA-N,0.9062761678208171,False
caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.9055782131954686,False
4'-hydroxyacetophenone,TXFPEBPIARQUIG-UHFFFAOYSA-N,fenbufen,ZPAKPRAICRBAOD-UHFFFAOYSA-N,0.8984342555595032,False
ferulamide,YYAJJKZSQWOLIP-HWKANZROSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8979727635491461,False
acetosyringone,OJOBTAOGJIWAGB-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8975001613421131,False
cinnamic acid,WBYWAXJHAXSJNI-VOTSOKGWSA-N,fenbufen,ZPAKPRAICRBAOD-UHFFFAOYSA-N,0.8925978044333996,False
"2-propenamide, 3-(4-hydroxyphenyl)-, (2e)-",DSMLJOHWFORNLY-ZZXKWVIFSA-N,l-thyronine,KKCIOUWDFWQUBT-AWEZNQCLSA-N,0.8911740176953425,False
4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,fenbufen,ZPAKPRAICRBAOD-UHFFFAOYSA-N,0.8838475376372339,False
acetovanillone,DFYRUELUNQRZTB-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8828382375804263,False
vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8779169686267791,False
syringaldehyde,KCDXJAYRVLXPFO-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.8767371167045866,False
benzoic acid,WPYMKLBDIGXBTP-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.8737328361325762,False
crystal violet,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,amitriptyline hydrochloride,KFYRPLNVJVHZGT-UHFFFAOYSA-N,0.8712731853041193,False
nonylacridine orange,DRBHTUDHPPBMCD-UHFFFAOYSA-M,amitriptyline hydrochloride,KFYRPLNVJVHZGT-UHFFFAOYSA-N,0.8658919444003798,False
4-hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.8639865158997864,False
sodium glyoxylate,SOEVVANXSDKPIY-UHFFFAOYSA-M,potassium metabisulfite,RWPGFSMJFRPDDP-UHFFFAOYSA-L,0.8535119056222293,False
sodium acetate,VMHLLURERBWHNL-UHFFFAOYSA-M,potassium metabisulfite,RWPGFSMJFRPDDP-UHFFFAOYSA-L,0.8447673774769042,False
myclobutanil,HZJKXKUJVSEEFU-UHFFFAOYSA-N,proadifen hydrochloride,FHIKZROVIDCMJA-UHFFFAOYSA-N,0.8383142968353525,False
"2,2'-bipyridine",ROFVEXUMMXZLPA-UHFFFAOYSA-N,thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,0.8353096084983632,False
levulinic acid,JOOXCMJARBKPKM-UHFFFAOYSA-N,perillic acid,CDSMSBUVCWHORP-UHFFFAOYSA-N,0.8254523104717829,False
azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,chlorambucil,JCKYGMPEJWAADB-UHFFFAOYSA-N,0.8223829192463672,False
5-(hydroxymethyl)furfural,NOEGNKMFWQHSLB-UHFFFAOYSA-N,naringenin,FTVWIRXFELQLPI-ZDUSSCGKSA-N,0.8162850488211346,False
sodium butyrate,MFBOGIVSZKQAPD-UHFFFAOYSA-M,potassium metabisulfite,RWPGFSMJFRPDDP-UHFFFAOYSA-L,0.7983222736897776,False
methylglyoxal,AIJULSRZWUXGPQ-UHFFFAOYSA-N,perillic acid,CDSMSBUVCWHORP-UHFFFAOYSA-N,0.7959096862864865,False
"2,6-dimethylpyrazine",HJFZAYHYIWGLNL-UHFFFAOYSA-N,"2,4-dimethylphenylacetonitrile",OOWISQLTVOZJJI-UHFFFAOYSA-N,0.7725759271495019,False
acetamide,DLFVBJFMPXGRIB-UHFFFAOYSA-N,hydroxyurea,VSNHCAURESNICA-UHFFFAOYSA-N,0.7645821774242314,False
1-ethyl-3-methylimidazolium chloride,BMQZYMYBQZGEEY-UHFFFAOYSA-M,paraquat,INFDPOAKFNIJBF-UHFFFAOYSA-N,0.7498963126973047,False
methyl methanesulfonate,MBABOKRGFJTBAE-UHFFFAOYSA-N,potassium dichromate,KMUONIBRACKNSN-UHFFFAOYSA-N,0.7492472388298552,False
gamma-valerolactone,GAEKPEKOJKCEMS-UHFFFAOYSA-N,streptovitacin a,NFDQYBUVHVRNNY-UHFFFAOYSA-N,0.7481362853831796,False
