condition,"(1r,6s)-3-hydroxy-4-methyl-7-oxabicyclo(4.1.0)hept-3-ene-2,5-dione","(2s)-2-benzyl-4-(2,5-dimethylanilino)-4-oxobutanoic acid","(9r)-9-phenyl-5,6,7,9-tetrahydro-4h-[1,2,4]triazolo[5,1-b]quinazolin-8-one","1,3-bis(o-tolyl)thiourea","1,7-octadiene","1,8-nonadiene",1-methyl-4-phenylpyridinium,"2,4-dimethylphenylacetonitrile",2-(3-methoxypropylamino)-n-[4-(trifluoromethoxy)phenyl]acetamide,2-cyanoethyl acrylate,2-demethylthiocolchicine formate,"2-methyl-6-phenylimidazo[2,1-b]-1,3,4-selenadiazole","2h-indol-2-one, 3-(1,3-dihydro-3-oxo-2h-indol-2-ylidene)-1,3-dihydro-","3,6-diamino-10-methylacridinium chloride","3,6-dibromo-alpha-((dimethylamino)methyl)-9h-carbazole-9-ethanol",4-nitroquinoline 1-oxide,5-fluorouracil,"7,7-dimethyl-2-(4-methylphenyl)-6,7,8,9-tetrahydro-1,2,4-triazolo[5,1-b]benzot hiazol-5-one","7-methoxy-2,5-dimethyl-1,2,3,4-tetrahydropyrimido[3,4-a]-indole","7-oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, 1,4-dimethyl-, (exo,exo)-","8-benzylamino-7-ethyl-3-methyl-3,7-dihydro-purine-2,6-dione",8-methoxypsoralen,CID 403818,CID 622648,T=23.0,T=25.0,T=37.0,T=nan,acetic acid,aclarubicin,adenophostin a,aklavin hydrochloride,alizarin,alverine citrate,amphotericin b,amsacrine,azane;dichloroplatinum,basifungin,bathophenanthroline disulfonic acid,benomyl,benzaldehyde,"benzoic acid, 4-[[(2,5-dihydroxyphenyl)methyl]amino]-, methyl ester",berberine chloride,bleomycin,busulfan,cadmium chloride,calyculin a,camptothecin,cantharidin,carmustine,caspofungin,chlorambucil,"cis-oxalato-trans-l-1,2-diaminocyclohexaneplatinum(ii)",clotrimazole,cobalt chloride,copper sulfate,curcumin,cycloheximide,diallyl disulfide,diallyl sulfide,dipropyl disulfide,disodium cantharidin,floxuridine,formestane,hexestrol,hydrogen peroxide,hydroxyurea,hygromycin,isopsoralen,levodopa,lithium chloride,lithium chloride|tacrolimus,lovastatin,manganese (ii) chloride,mebendazole,mechlorethamine,melphalan,mercuric chloride,methotrexate,methyl methanesulfonate,miconazole,mitomycin c,mycophenolic acid,myriocin,"n,n'-di-2-propen-1-ylurea",nitric oxide,nocodazole,norcantharidin,nystatin [usp:inn:ban:jan],pH=7.5pH,pH=8.0pH,papuamide b,paraquat,parthenolide,"phosphine sulfide, tris(4-methylphenyl)-","platinum(ii),1-cyclobutanedicarboxylato)diammine-, cis-",potassium dichromate,potassium metabisulfite,psoralen,radiation=None,rapamycin,rhizoxin,ro106-9920,rotenone,sanguinarine sulfate,sodium arsenite,sodium chloride,sodium fluoride,sorbitol,splitomicin,staurosporine,streptovitacin a,streptozocin,tacrolimus,tacrolimus|sodium chloride,teniposide,thiabendazole,thimerosal,thiotepa,tryptanthrin,wortmannin,xanthohumol,zinc chloride
1-butyl-3-methylimidazolium chloride,-0.027167743432978304,0.09118929042395214,0.019451285467086136,0.014952678073176406,-0.01793887172527946,-0.010189531933659743,0.06533331703158281,0.041012179959399354,0.08801390865850699,0.021494659890331475,0.04254960622008315,0.02584880687300629,-0.0701268183649973,0.0035941835841618265,-0.07199530392902853,0.051841925838932816,0.05479645230398618,0.05555708754232941,0.004610417438369195,0.01771189093418044,0.09435799444649734,-0.04641765247039538,0.02281538337034714,0.07531254864745025,0.0682647096472438,-0.002443138602491383,-0.09682800924521555,0.04694802795688645,-0.04984294830978751,-0.0022335599428907377,0.004324353027907335,-0.028531967155744405,0.07378416024901918,-0.008857769912669157,0.01147377418933917,-0.004287519833679038,0.004822389633421285,-0.020991420376541274,-0.017552703332132064,-0.0007567139751285114,0.02948937000261068,-0.011992277757112786,-0.05964318221323102,-0.0770906890478169,-0.0420665652214911,0.022657543022088337,-0.045499985083199516,-0.020587111837145282,0.002683376991633111,0.034881552178940366,-0.04666381092329443,-0.05357364418709191,-0.0012802014377881654,-0.005720799252303381,0.029622515352393727,0.014047560337743743,0.09343784056151445,-0.039826211871630275,-0.009581742045165795,0.04491487954280437,0.02874623216013592,-0.034046556126239934,0.05772317855567878,-0.04122738572114962,-0.08082879641329137,-0.06973053613289056,-0.022964296351209796,-0.02777942525199143,-0.04265432009357722,-0.020012815082876317,-0.009851692325480912,-0.033920807017683005,-0.0039470110088335435,-0.07763455812231096,-0.0056433657445926835,0.009317975050921095,0.023291309507579787,-0.03305972771780759,0.021665829884317,-0.01759247539335523,-0.01959115651942745,-0.004055074986202534,-0.02790282979682404,0.010405911882564432,-0.012074162478269198,0.023028613755644904,-0.07150444468836102,-0.019489725069221073,0.06942040904253358,-0.003738580309105715,0.04177229160083027,-0.056487764022420575,0.02490325868892289,-0.08368787778944824,0.0329441002109228,-0.04003585104356907,-0.019819436267105712,0.028351899960672257,-0.10104737987209118,-0.005562020134902733,-0.04211277215655653,0.013154232993674464,-0.018751558448028824,-0.11604611544136591,-0.035915221404904406,-0.013170261910678265,0.0012889260847566892,0.07481668868529387,0.09854899891124386,0.04398227890028559,-0.06636534662180381,-0.061415241837033424,-0.04156388328827275,0.020683391567151616,-0.05349640340093446,0.03869796081779264,-0.02194503668157427,0.08187751597495455,-0.0013687945915192975,0.01629505735460763,0.02648208140411818,0.02838481622521136,-0.024006927826733002
1-ethyl-3-methylimidazolium chloride,0.029429765930897564,-0.0067480246201086225,-0.019250003953274794,0.0016707216829424296,-0.07944652651237395,-0.00011410714349434324,0.11692721990020132,-0.029130651910286683,-0.01882456634073884,0.02298074608209725,-0.015372684425055228,0.01330778313040838,-0.03580110757285294,0.09886155768642328,-0.085797228710751,0.020688524200075345,0.06133424035928991,-0.028628463352618032,-0.07208963749270562,-0.03209850847161791,0.012452074196649536,0.005313700533406075,-0.038724918283163746,-0.04408961488339527,0.021854728501988146,0.005116914115207128,-0.00708367099883478,0.07294253395479416,-0.013498317521844836,0.028638632477469315,-0.027415279062801112,0.05685601416698064,0.011848694572628828,0.005989144093601365,-0.054851890519479196,-0.042617749737116066,-0.005732839694757502,-0.1006873313060836,-0.030593032669297276,0.02827811174792706,0.0025240916515630895,-0.03775290498041445,0.059289705398293716,-0.04844288585876806,-0.0032052620223936086,0.0584170400499431,-0.08889498459457511,-0.006525677710430751,-0.02038985320899262,0.008309686423754042,-0.010411956496714196,-0.0735778095052502,-0.010871787096197027,0.024709556235719878,0.015392356464317206,0.016147283746113395,0.02067115669553577,-0.025246208932967022,-0.04897891661436523,-0.04940842569093087,-0.03607957813027699,-0.015132031852368477,0.0010963455129621809,-0.03902485551157916,-0.035759271732911664,-0.0824270211903462,-0.012761415922101022,-0.050143682101989766,-0.012339392830970903,-0.010096661096302273,0.05455686484321534,0.0026260444949619943,0.003842311447498271,0.021244900234615664,-0.03754429798188183,0.035959275807086286,-0.023008105915421573,0.021225708460505133,0.07749931157071352,0.08424130048492645,0.054901473749005246,0.05012971010658159,-0.0020905312696991307,0.009565391148183066,0.02850793027644944,-0.014989354565910284,-0.005269553499571533,-0.06414214594742569,-0.020043776942819422,-0.049400591246854836,-0.034560372017363596,-0.09292741677178269,0.08859345765308828,-0.054261561421480684,-0.045659344099239656,0.008798894170191007,-0.006628475449965705,-0.11302502065350453,-0.015819586559401702,0.011006933311108346,-0.09821654797377223,0.0068708196497253,0.004810394765698282,-0.012704280714180177,0.008280001978255803,-0.01807432134359771,0.03874634638074057,0.016396430467320203,0.0509769380160808,0.019210264944779825,-0.05427156173925323,-0.0369473622580409,-0.026951505625460413,-0.043659903387942366,0.042413618977894835,-0.02150730897938381,0.023976078898964078,0.04841909241232697,-0.006479330527278722,0.06107524684371354,0.03520245715432651,-0.03137233626084759,0.02366465607875331
"2,2'-bipyridine",-0.025493033975496387,0.0734813756112492,0.03985211068719123,0.0636643424967932,0.007450753022093102,0.010889675050627101,0.04245157294836023,0.04263312571067869,0.09734620053756332,0.02663088298784816,0.06852638660702613,0.07485965381596986,-0.025923222705477197,-0.01706674481851704,0.0003662921913251692,0.010769069947070654,0.011242431136681481,0.08807109533432991,0.039210316788549686,0.03541706672132278,0.09314387610652551,-0.025105329113917493,0.027477564563618537,0.10611965980194722,0.0648760520726937,-0.0022519315766456292,-0.09602446938731972,0.0029695165078610784,-0.036007662444377794,-0.0032395064174330253,0.0013044439838240472,-0.026356509742509415,0.06216313624004345,-0.004169709880494561,0.008697597415434393,-0.02257567452154746,-0.00197877782279706,0.06808646789770892,-0.0031555364404213435,0.011672193296281308,-0.0037653139438410086,0.012931184948745334,-0.026993876342413552,-0.048063839213422326,-0.030346505039828286,0.006242708129394491,0.004973804794556157,-0.01574710279055883,-0.008376411198044716,0.011237717714422855,-0.03934076985476982,-0.00039357440110119246,0.03479499797360566,-0.021482953579549324,0.035544253681677906,-0.01132577721280956,0.034382436352212754,0.02206228931210921,0.03742067145930173,0.03376456279329664,0.04943642404957942,-0.01600747238361738,0.04123316506694702,-0.02139962458424898,-0.05482556158166003,-0.016966568894162322,0.010074628995796118,-0.009302532787709454,-0.01549035186103944,0.0021171909846608044,-0.025391872974470747,-0.06018999077869301,-0.01922261406798738,-0.04240974884716632,-0.005553570859744027,0.032818130829046,0.08518924127077936,-0.02643444628529235,0.006267793996670086,-0.015329708587227413,-0.03739246218274083,0.011591475974969062,-0.01156900588990988,0.044829405089533224,0.006443466193571739,0.002130773709905892,-0.04804440232873087,0.0046979874292437844,0.02548568443358559,-0.007062861633107012,0.049213676580120075,0.00450361122604363,0.0031556370355230695,-0.03985786276872865,0.07258230907253264,-0.0156905472462914,0.015863141636896394,0.03625934653321261,-0.06299190820397478,0.015063293617349312,0.009252018424567306,0.05223809732942684,-0.018904769637960037,-0.10074679917926066,-0.023218063968502827,-0.002739398016657618,-0.024268620395912287,0.04934648535152937,0.034928727567611284,0.04698072662470281,0.0028441188180479394,-0.055698069246801166,0.02479437538494662,0.05699328706825315,-0.059237751868937955,0.022098768026937003,-0.017822892790006598,0.04943013182421897,0.017511408643580903,0.02414791941317222,0.032406816114692635,0.008993982694215518,-0.0049331060150949475
"2,4-dimethylimidazole",-0.02136597055079057,0.05273252060135262,0.03709806014629033,0.0034492880448715314,0.02058412568110969,-0.006182672192063226,0.009299505832372724,0.03659047669943379,0.05828461218115155,-0.0006392950666327057,0.0517436787047521,0.021055777334763288,-0.03555835047388765,-0.04959627269864901,-0.02658201932640311,-0.021947591042826075,-0.010405550422082967,0.02779643171231183,0.03257073275406841,0.0014102473465488054,0.04332083639716243,-0.03969095256121898,0.0326170567917669,0.0603907974518954,0.0452252969387849,0.04703768533737578,-0.04897859794214831,0.018794600144978763,-0.00014253537008942208,0.021184950542987514,0.011091614897959241,-0.07607259515155904,0.0590572502664944,-0.02040774079680376,-0.004167843650843064,0.03074392007812242,-0.018848110591526624,-0.006526004192921927,-0.039127258006118874,-0.02690246986888922,0.031397882394159436,0.01101809587079119,-0.04274525300849502,-0.022962989808135728,-0.025995476173478152,-0.007101529498496,-0.038303388617226285,-0.04605972259128295,-0.0737490880383023,0.030778826691319178,-0.010607130084030542,-0.03182770750172881,-0.03444818790569488,0.008344191420812604,0.03367047192774162,-0.00457974878684885,0.055401447755337306,-0.015602887208184594,-0.02791800244481763,0.028553124582275474,0.02085200173473634,-0.04395374576643337,-0.010276547609516627,-0.03308258010064329,-0.06296416994683839,0.010260674243013924,-0.05822476945704752,0.004261107654444581,-0.03405966437734002,0.019258030030458475,-0.04237890680009825,-0.021735074178167016,-0.0298081554385383,-0.05822434861106558,-0.021410046651244054,-0.03140462050230151,0.010808068656518932,-0.06270045210690085,-0.06663080802974541,-0.0893989932318421,-0.029873889233518393,-0.030891724368723842,-0.04977947893559205,-0.05311883238415735,-0.04043054341592408,-0.0024286470624049084,-0.0646023457712998,-0.026635056867193203,0.028912161286999985,0.02012634508308869,-0.009198994822961926,0.023631376129497967,-0.030337088603293635,-0.01734954976525991,0.030343657648965246,-0.04510727206218373,-0.0006174706606569997,0.08461775182117579,-0.06242321822002416,0.005714494223435084,0.03515152609614529,-0.020973311646792146,0.0026196280275912714,-0.07279434188507834,-0.027719159818263527,-0.001192074922976922,-0.005006539930401616,0.0164196318346245,-0.00840382614627087,0.029049403790671616,-0.010391955019107868,-0.026028253338015523,-0.06593041033294172,0.027359803878982975,-0.044507339158310184,0.01601461546976587,-0.059934347977636346,0.05599073272744787,0.0012336217492090636,-0.015150686762907336,0.0010134506354937958,-0.0028305834046380954,0.0022232958391172125
"2,6-dimethylpyrazine",0.0037027328856489438,-0.0052356256821391375,-0.005372553536019171,-0.002691162811158646,0.010120431080183186,-0.007847946505270154,0.008953041399034677,0.027143984117796765,-0.018572706494419496,-0.038104524857644,0.002291212431391482,0.01346734907919213,0.032860756633516834,-0.017991855089967052,0.04402673651277191,0.02645501598109288,-0.01051493438967709,0.01668838570213435,0.021626458261855774,-0.005072505198960875,-0.018753527487917032,0.027023138160910305,0.019955915249802336,0.0143310526831731,0.00673730882070659,0.009590756659169185,0.08401049951898677,-0.003033802576171688,0.02408654380790629,-0.03233392937315575,0.046094007123830216,0.013390214852129918,-0.0217990053039974,0.02275109723921107,0.0131497854164844,-0.02108376771610152,0.020387264653324407,0.05965005609277746,0.034475883147412345,0.051335567071441955,0.01505254821307857,0.05597647916562986,0.03476304874100462,0.08977379452511211,0.006779492584650406,-0.001876588438694316,0.04453364121121832,0.03765197630858896,0.03950780161427404,-0.0014204603961362164,-0.0007544224410945624,0.039326358705932124,0.03871557515286037,0.01967095131585994,0.0029113750466897618,0.052797760758814934,-0.010328642094995575,0.01684816769418719,-0.01121948348437286,0.012873973056000897,0.01763395331222002,0.02482741260165872,-0.0023118563174528172,0.0316893692060769,0.02147839163360207,0.009781579755725172,-0.002021448807876567,0.019985812418207044,0.03275197431064795,0.01762464992741687,0.06564335678698566,0.04719380783260675,0.030068853339287972,0.011125047360822905,0.027347751214156838,0.020227269633844157,0.020694338398916316,0.020558410933056534,0.025912948754975927,0.012210001095248989,0.005749397564914686,0.011432302338591088,0.020357225053721863,0.005226300443274745,-0.007027307031619281,0.02586444649996822,0.05981384057180075,0.030142559995292126,0.04280373629879077,0.04136135388702554,0.032906574329192126,0.03870938117562627,0.01737449806429386,0.06313226977806335,0.02377225367722826,0.040751940135412286,0.03726673487823134,-0.015812139751751286,0.04812564779174921,-0.00018365765848508286,0.04995474850400121,0.02465312731700831,0.03331530998979211,0.03994250639720227,0.011524261540168177,0.03519460589602877,0.036989827533166236,0.016037746210444143,-0.018255654904730963,-0.04356179728883571,0.037603563534526346,-0.004903504203344727,0.01847816934493938,0.021354604751211346,0.026738658116607472,-0.004965512755868846,0.05201085443549181,-0.04484069284492211,-0.002304250287778646,0.017611325007365192,-0.007343071991477987,0.05119429284327306,-0.004158016606406871
2-methylimidazole,0.05112037057198301,0.0390637057222472,0.030092465154038024,0.04875117330619257,0.012246234623826801,0.016893355685167765,0.0437426128959761,0.02275218841335457,0.03372145597512738,0.05927101453530368,0.052387404040211166,0.07290469245808845,0.03381745827462906,0.029604135376230484,-0.02356119688072516,0.007887511121412878,0.010389452830260403,0.057099757261459425,0.021261989839278,-0.0062671382873371526,0.035595720813470344,0.009462750761131195,-0.0023791042865073924,0.043007062060813714,0.009662758784777677,-0.02433402937189929,0.001077470502358809,0.044090483218289296,0.012225305820376366,0.03400804965423117,-0.0024205107676731445,0.02956708516591805,0.013684018139114879,0.001201321254542579,-0.0089628437977603,0.00799994852873434,0.013459691469315605,0.004017599401412649,-0.01415026775877907,0.04605618411759617,0.010158465884336054,0.02419568839843845,0.008773077793967129,-0.003697830867701922,0.04094757363965826,0.031218432108154514,0.0003869774057221683,0.007054229281083375,-0.02337251439635771,-0.02903084556565278,-0.0015886378829461643,0.010822608357992388,0.050593695024670225,-0.027773691222015458,0.01950883309672265,-0.0025240675000403313,0.053893588902492184,-0.008765635461243034,0.037368435555118235,0.04497453741979066,0.03500619031480172,0.008268042975634597,-0.0070188084320093646,-0.0024962443944111603,-0.017772021522342328,0.003192475661865144,0.0173062654676169,-0.008687211137086353,0.017740085585165623,0.020833235474536537,0.04581824846558943,-0.017504174475695296,0.0007314969429758154,0.03540894280552935,0.004559833185166521,0.07508015587842565,0.07066240493992187,-0.004969601798523038,-0.017064813971457666,0.028846766820118157,0.007105169079351065,0.052378119300226345,0.009975667752168807,0.043645872588992614,0.06331525542382274,-0.03201281449593851,0.056678193126235586,-0.04250417989786931,0.0012345497630963124,-0.00017877477104353732,0.04033280640457639,0.01675259355654805,0.040870219185391805,0.01028033123591918,0.06326126638288529,-0.006338212722733001,0.016137030981650927,-0.053668628384625335,0.03639974893683355,-0.008528335433417389,-0.009898060270081475,0.013133633955357505,0.02110693616429335,-0.0429502053341979,0.013337327659940954,0.018189102138199822,0.05347390018620601,-0.04399521574025886,0.050966695105846796,0.03342118309580586,0.03249183705368761,0.011664913025142318,0.0848296552123651,0.009161171364718945,0.04403631373154252,-0.0212977912126206,0.01866438980054729,0.03819219526625012,0.007530403264015035,0.04053589262213649,0.04187175381866746,-0.017809577176006924,0.03639994728113069
"2-propenamide, 3-(4-hydroxyphenyl)-, (2e)-",0.02969505505385398,-0.013570758602894502,0.003456005314736182,-0.00015791364072062202,0.05964053652397597,0.023530896578228728,0.010594130340015101,0.01829608032378914,-0.041479847900045885,0.03902000003476846,0.007051971982483099,0.03811726098383391,0.06548295983282923,0.01608692126432973,0.05943081562907377,0.06607359647537621,-0.028494751348114522,0.011353846454638284,0.04342306268587185,0.004217374132313565,-0.013720940744587488,0.05182029517663695,0.021587163562102104,0.037603430594579206,-0.013403605827919282,-0.013317162717299528,0.057808861359827816,-0.03102874013642075,-0.004650640827817129,0.0120111332470667,0.03984509704375968,0.015281082234046998,-0.043404593920817254,0.06037233341403323,0.027898463984643417,0.01662213732581921,0.0315726689001611,0.0234548062638289,-0.0006520524519746352,0.023363142031224943,0.007874275359874365,0.06966523153504994,0.00047251930475093675,0.0840966658788965,0.04886187238298942,0.045866863135526896,0.10112680347242896,0.011594820389936688,0.022301139998639526,-0.0038390638035751073,0.003419473253400236,0.06066800077778653,0.08140146111816574,0.06164926718617727,0.046733194891630095,0.030696333018252253,0.08145345433942949,0.013690336993390811,0.042080967560678334,0.045123419769329466,0.02049807701707005,0.023408721722632853,-0.009746961214270294,0.042105270668710344,0.03430211270887144,0.037038557150466105,0.02735690807749477,-0.004907242260904325,0.040055950663338453,0.029455244954186815,0.07345584814919232,0.06796281877450601,0.02787321688496558,-0.01508187505598613,0.05337228257954767,0.07432928820834922,0.06979783059259353,0.015948370494332967,-0.0014176442482682354,0.003369288215314114,0.03593502926559905,0.04697056879987256,0.07524232448223062,0.017440104572733678,0.009667102437606722,-0.013411562098578468,0.10121098329785067,0.00905686129883923,0.07345689892624438,0.020206114381122006,0.07233418844466975,0.04958426348353552,0.008708540432133432,0.05640286177093298,0.0479206189037414,-0.004477827118549816,0.027131039858195496,-0.024873346759771625,0.05987625674138546,-0.00028925989274848765,0.03506405111593754,0.013335219743234249,0.030395001132699218,0.0017974285483492777,0.012097773917479931,0.03740887411884696,0.02972252302558224,0.0066775520336496705,0.01367497802191998,0.0036076503458441636,0.0881433563470665,0.01759455941741495,0.06358354486556853,0.06456701819231234,0.02178480629339164,-0.0238115929797625,0.05207841445696698,0.009913255096696194,0.010297876265259867,0.039712435293941854,0.004167879442722189,0.03051926623153874,0.04019979599816024
4'-hydroxyacetophenone,0.06453306631613341,-0.045316955116122895,-0.055820757000043124,0.0060896372261757085,-0.040642428057320136,0.011911589098069742,0.0035706550590861464,-0.028871894469174767,-0.019227355520278575,0.029018078711568408,-0.016920062675087437,-0.018499201685020762,0.022778146110217716,0.04726381806495214,-0.00840945277071123,0.03643694170480492,0.03476493382242166,-0.01164540153830323,-0.04412343386445648,-0.010881425308922589,-0.02918703398001034,0.06707848699616,-0.03277522270350566,-0.01938739604819189,0.003691100302045042,0.0033645832642892216,0.0012102114112642365,-0.009681484176403363,-0.011501278582516277,-0.022681789425897558,0.02296801682827087,0.05444451467795435,-0.062233245195041996,0.02150429696955012,-0.013888509787889275,-0.028268994984306187,0.01021545924415076,-0.055718760274154296,0.03930526426832344,0.04983467868744007,0.0011340039541984836,0.044686909396610436,0.05016556213080064,0.023245739800927905,0.04359525946867677,-0.007284078644088051,-0.008467929402915984,0.045756951090250554,0.04182756619784267,-0.013360187566161493,0.006550041101343875,-0.04699729037343093,0.009231469199811172,0.019735773158898386,0.011086141700905518,0.008596040034710881,0.0005544404992403613,0.014584797739147982,0.00011013291047722945,-0.0577750617804039,-0.03682487837195111,0.051559627047509105,0.01468058944086821,0.040740656477123285,0.021137931755751207,-0.06080138032625672,-0.006110403091262863,-0.04298198244412664,0.025073976982061968,0.009320049439360167,0.06547082677267506,0.01764638477184368,0.03927281045484892,0.04943220177192792,0.037978690556077215,0.08173271529739176,0.00764314677497596,0.001133867638712278,0.06652159152524272,0.08087031627195684,0.055855637258381594,0.04089503325236276,0.023655864376296028,0.038270394636119545,0.061378216048937694,0.03810895735542665,0.08333382234422776,-0.02267562462704875,-0.02544481377226518,-0.04309502042934011,-0.017713446944525785,-0.044635576265491854,0.045308417391859736,0.032858233315701584,-0.01591495150700617,0.040185472732570136,-0.006539624834246803,-0.09563080772755043,0.042109375282205194,-0.0031208071270824997,-0.06312159886631942,0.05892553453802282,0.037719564264610025,0.0063496184118659055,0.0298521528567819,0.017844733596393467,0.030000577457248705,-0.0162712264788673,0.03889811035927009,0.022522886035642842,-0.0036896950288620215,-0.016988649258563974,0.020750385180187358,-0.016920247009978618,0.028272041884015848,0.052223711774008835,0.04792401418860551,-0.018838095101340335,0.03255014859994223,0.061888056295092184,0.046318251158207646,-0.017067818494346045,0.0004460233079837436
4-hydroxybenzaldehyde,0.059021090873054245,-0.06174144870031755,-0.015284039988952893,-0.007218077396966895,0.0009091253608357596,0.006473563971110749,0.03831132722396217,-0.013633256871884259,-0.051786460509696486,0.017286951952508293,-0.011819029163892644,0.014037052812552409,0.05378709317443971,0.062203425737918844,0.03480888506061508,0.02074563599452373,-0.03762634944435007,-0.03505870367702843,-0.0031395708066585142,-0.02386247478883176,-0.05653832005828848,0.08400340645671744,-0.05129201047553923,0.005923529100002441,-0.0077441788272787785,0.03986438208288498,0.05602454628330182,-0.03129079012687072,0.027212599494760056,-0.00935060323317859,-0.008152902022522312,0.08091045989164451,-0.06307719600543867,0.07774991295608817,-0.013423315390694399,-0.028049774049935666,0.003714504917147519,-0.05783555234573641,0.05091421769687455,0.06526700298796335,0.02307356981008719,0.007228352922217819,0.05817321993911881,0.04875677067786703,0.007530534419804916,0.0027121635830782433,0.004004469559918399,0.033741312750410146,0.04005170104345697,-0.0126700959308566,0.03284267999916954,-0.0024777228768161266,-0.0006907809538413817,0.07129540413041349,0.05902281626019464,-0.01939951232910493,0.018044764048476217,0.02172171837184151,0.02053417714329699,-0.025230846413562,-0.0245359957786608,0.02184403206670334,-0.04968569763996013,0.04390419212804564,0.06796680164958087,-0.004962008702701846,2.9510424030900054e-05,-0.02690937356701053,0.027077185897275858,0.0380557481067863,0.0792680181977743,0.040299352734549855,0.015917739982432438,0.020347553044383033,0.018819529894242317,0.05435148651626858,-0.022970325920070714,0.007888828418514427,0.021741325566948667,0.08525525140606496,0.060153650261141244,0.010554449653572082,0.020351969409540375,-0.032307543246232126,0.034493771144314275,-0.024653382723274792,0.08721394133518075,-0.034918934634425594,-0.01598145907692301,-0.016962440012884578,-0.05046346509351805,-0.024439597131508697,0.04959765762750545,0.07179485559595436,-0.011683445383385496,0.014762162107535321,0.019023483708401165,-0.0541710416313496,0.06546624592984804,-0.009753208940108967,-0.011181007180497329,0.008470067570578969,0.0521411141117725,0.04314593813122428,0.04379808586307723,0.02737065022826287,0.00849856912666352,-0.019597163576418747,-0.019385449662198077,-0.007229825622577445,0.012336191096286772,0.002801140943865922,0.024185788852092396,-0.024320726868605962,0.02651135797946168,-0.01408578230002686,0.03651658095272184,-0.025750089851194986,0.0034972079086806446,0.07436552660620911,0.02361843176979412,-0.015402410912147562,0.005632549555775823
4-hydroxybenzoic acid,0.025499202996467334,-0.048389460589692276,-0.019014357743031042,-0.020062672281302128,-0.03465781664487282,-0.0278242245971384,-0.008735910725768261,-0.010956552251498743,-0.04063902834995833,-0.01037281058133761,-0.03654744478465431,-0.024282834885118985,0.050227085445780084,0.01553439267676366,0.036465268375198485,0.050963691949807245,0.03812798160758108,-0.05919379800515769,-0.020205022848642968,-0.015889962020115566,-0.043753295453409516,0.07685577538406724,0.009261509654028275,-0.026950724014001236,-0.03515564616194067,0.004831169512010603,0.07889323385549955,0.004315667246289811,0.01855271355679212,0.02619635466297231,0.05336053577770325,0.03910199451845112,-0.04049752097319679,0.05737155543698614,-2.158754419882099e-05,0.016417956171068976,0.030053873314381207,-0.09375943053238087,0.033651145206496855,0.05086587637090439,0.02386144761519487,0.04329903145288067,0.06255324324773312,0.07688608680449764,0.022784630512894952,-0.007533361247236493,-0.0031300688460671145,0.07893111499624324,0.03261399176059528,-0.007535100310413874,0.023111277454032075,-0.013974894715266802,0.06044366257871844,0.02567898161466662,-0.015454038400847582,0.005516096160337342,-0.05443778376102439,0.002724971221780886,-0.000787326184084966,-0.051864656418529456,-0.026959455814620524,0.03207287219918035,0.030331679124185242,0.05537118123166325,0.06447908082000234,0.010932469274419201,0.06151377795652418,-0.015393819205712238,0.06068131031176379,0.007323406426435905,0.06407124541039037,0.02932128603320408,0.028356375574556954,0.05060871535928196,0.015526955059793165,0.041146078984039616,-0.02627975039558056,0.004225370748924966,0.05895519582378816,0.05433483831328168,0.052104134636215826,0.047075567209015276,0.05129656008833554,-0.05661969988982039,0.031953725987051304,0.016873767045844004,0.0665262006471692,-0.0030006886770151523,0.027620413807787996,0.03925086939056073,0.008244626554956181,-0.00014522785480080815,0.04057169628475187,0.06868784877787776,-0.01463198258910883,0.06309709692602664,0.025762461781503553,-0.07763456255039716,0.07774557002307507,0.021259973911394236,-0.003666868561200187,0.0016798316690727342,0.022861419558903605,0.023521895687502594,0.031026242353177517,0.02005040272154813,0.04343241905334323,0.022840690205791034,-0.04365983969612824,-0.0400150276868431,-0.021643658622964124,0.03742861029278857,0.013939215021677456,0.0010599032626055066,0.048468460590756636,-0.002315894792953594,0.06568128742931724,-0.08226505691651274,0.0017562106694443448,0.00017576872650648206,0.00741941849586662,0.008162066676315001,0.02320448332299921
