vanacloig,vanacloig_inchikey,neighbor,neighbor_inchikey,similarity,exact
ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,0.9999999999999996,True
benomyl,RIOXQFHNBCKOKP-UHFFFAOYSA-N,benomyl,RIOXQFHNBCKOKP-UHFFFAOYSA-N,0.9999999999999993,True
sinapic acid,PCMORTLOPMLEFB-UHFFFAOYSA-N,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,0.95776822664934,False
cinnamic acid,WBYWAXJHAXSJNI-VOTSOKGWSA-N,"2-hydroxy-1,4-naphthoquinone",WVCHIGAIXREVNS-UHFFFAOYSA-N,0.9423784369857694,False
nonylacridine orange,DRBHTUDHPPBMCD-UHFFFAOYSA-M,terbinafine,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,0.9331800294835838,False
acetovanillone,DFYRUELUNQRZTB-UHFFFAOYSA-N,juglone,KQPYUDDGWXQXHS-UHFFFAOYSA-N,0.9300698579298889,False
acetosyringone,OJOBTAOGJIWAGB-UHFFFAOYSA-N,zaluzanin c,XFVLNEYIZGZDHP-PEDHHIEDSA-N,0.9285814926411213,False
myclobutanil,HZJKXKUJVSEEFU-UHFFFAOYSA-N,econazole,LEZWWPYKPKIXLL-UHFFFAOYSA-N,0.9278319513743316,False
azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.9270671281420221,False
syringaldehyde,KCDXJAYRVLXPFO-UHFFFAOYSA-N,"5,7-dimethoxycoumarin",NXJCRELRQHZBQA-UHFFFAOYSA-N,0.921489268282436,False
caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,0.9194435394479592,False
vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,juglone,KQPYUDDGWXQXHS-UHFFFAOYSA-N,0.9131614836228363,False
vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,"2-hydroxy-1,4-naphthoquinone",WVCHIGAIXREVNS-UHFFFAOYSA-N,0.9113770648904004,False
4-hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,juglone,KQPYUDDGWXQXHS-UHFFFAOYSA-N,0.9093192897873463,False
4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,4-aminobenzoic acid,ALYNCZNDIQEVRV-UHFFFAOYSA-N,0.9089787155534997,False
5-(hydroxymethyl)furfural,NOEGNKMFWQHSLB-UHFFFAOYSA-N,disodium cantharidin,JFALSOLNDKMHAL-CSYCBQNYSA-L,0.9082339682560717,False
p-coumaric acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,0.9070485718964334,False
furfural,HYBBIBNJHNGZAN-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.9059042263224987,False
"2,2'-bipyridine",ROFVEXUMMXZLPA-UHFFFAOYSA-N,9-aminoacridine,XJGFWWJLMVZSIG-UHFFFAOYSA-N,0.9056699308460175,False
