vanacloig,vanacloig_inchikey,neighbor,neighbor_inchikey,similarity,exact
benomyl,RIOXQFHNBCKOKP-UHFFFAOYSA-N,benomyl,RIOXQFHNBCKOKP-UHFFFAOYSA-N,1.0,True
methyl methanesulfonate,MBABOKRGFJTBAE-UHFFFAOYSA-N,methyl methanesulfonate,MBABOKRGFJTBAE-UHFFFAOYSA-N,1.0,True
caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.6744186046511628,False
4-hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.6551724137931034,False
azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,"platinum(ii),1-cyclobutanedicarboxylato)diammine-, cis-",VSRXQHXAPYXROS-UHFFFAOYSA-N,0.575,False
"2,2'-bipyridine",ROFVEXUMMXZLPA-UHFFFAOYSA-N,thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,0.56,False
cinnamic acid,WBYWAXJHAXSJNI-VOTSOKGWSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.5428571428571428,False
methylglyoxal,AIJULSRZWUXGPQ-UHFFFAOYSA-N,methyl methanesulfonate,MBABOKRGFJTBAE-UHFFFAOYSA-N,0.5,False
p-coumaric acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.48936170212765956,False
vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.4722222222222222,False
4'-hydroxyacetophenone,TXFPEBPIARQUIG-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.47058823529411764,False
benzoic acid,WPYMKLBDIGXBTP-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.45454545454545453,False
myclobutanil,HZJKXKUJVSEEFU-UHFFFAOYSA-N,"(9r)-9-phenyl-5,6,7,9-tetrahydro-4h-[1,2,4]triazolo[5,1-b]quinazolin-8-one",WRFREMMSFNZKJM-CQSZACIVSA-N,0.45,False
ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.4423076923076923,False
sodium glyoxylate,SOEVVANXSDKPIY-UHFFFAOYSA-M,copper sulfate,ARUVKPQLZAKDPS-UHFFFAOYSA-L,0.4375,False
sodium acetate,VMHLLURERBWHNL-UHFFFAOYSA-M,copper sulfate,ARUVKPQLZAKDPS-UHFFFAOYSA-L,0.42857142857142855,False
ferulamide,YYAJJKZSQWOLIP-HWKANZROSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.4125,False
sinapic acid,PCMORTLOPMLEFB-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.40476190476190477,False
acetosyringone,OJOBTAOGJIWAGB-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.4,False
"2-propenamide, 3-(4-hydroxyphenyl)-, (2e)-",DSMLJOHWFORNLY-ZZXKWVIFSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.4,False
syringaldehyde,KCDXJAYRVLXPFO-UHFFFAOYSA-N,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.3924050632911392,False
4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.391304347826087,False
vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.38,False
acetovanillone,DFYRUELUNQRZTB-UHFFFAOYSA-N,xanthohumol,ORXQGKIUCDPEAJ-YRNVUSSQSA-N,0.37333333333333335,False
acetamide,DLFVBJFMPXGRIB-UHFFFAOYSA-N,sodium arsenite,PTLRDCMBXHILCL-UHFFFAOYSA-M,0.36363636363636365,False
crystal violet,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.36283185840707965,False
nonylacridine orange,DRBHTUDHPPBMCD-UHFFFAOYSA-M,"3,6-diamino-10-methylacridinium chloride",KKAJSJJFBSOMGS-UHFFFAOYSA-N,0.36082474226804123,False
gamma-valerolactone,GAEKPEKOJKCEMS-UHFFFAOYSA-N,norcantharidin,JAABVEXCGCXWRR-FBXFSONDSA-N,0.358974358974359,False
levulinic acid,JOOXCMJARBKPKM-UHFFFAOYSA-N,"platinum(ii),1-cyclobutanedicarboxylato)diammine-, cis-",VSRXQHXAPYXROS-UHFFFAOYSA-N,0.3333333333333333,False
syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,0.32142857142857145,False
furfural,HYBBIBNJHNGZAN-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.30303030303030304,False
sodium butyrate,MFBOGIVSZKQAPD-UHFFFAOYSA-M,copper sulfate,ARUVKPQLZAKDPS-UHFFFAOYSA-L,0.2857142857142857,False
5-(hydroxymethyl)furfural,NOEGNKMFWQHSLB-UHFFFAOYSA-N,benzaldehyde,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0.2631578947368421,False
isobutanol,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,dipropyl disulfide,ALVPFGSHPUPROW-UHFFFAOYSA-N,0.2222222222222222,False
1-butyl-3-methylimidazolium chloride,FHDQNOXQSTVAIC-UHFFFAOYSA-M,floxuridine,ODKNJVUHOIMIIZ-RRKCRQDMSA-N,0.20967741935483872,False
2-methylimidazole,LXBGSDVWAMZHDD-UHFFFAOYSA-N,thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,0.20408163265306123,False
"2,6-dimethylpyrazine",HJFZAYHYIWGLNL-UHFFFAOYSA-N,"2-methyl-6-phenylimidazo[2,1-b]-1,3,4-selenadiazole",RNEJEIMFVTYPKP-UHFFFAOYSA-N,0.2,False
"2,4-dimethylimidazole",LLPKQRMDOFYSGZ-UHFFFAOYSA-N,thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,0.19607843137254902,False
ethanol,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,methyl methanesulfonate,MBABOKRGFJTBAE-UHFFFAOYSA-N,0.1875,False
