run_id,cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,val_rmse,test_rmse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,fold_val_r2_mean,fold_val_r2_std,fold_train_r2_mean,fold_train_r2_std,fold_val_pearson_mean,fold_val_pearson_std,fold_train_pearson_mean,fold_train_pearson_std,fold_val_spearman_mean,fold_val_spearman_std,fold_train_spearman_mean,fold_train_spearman_std,fold_val_mse_mean,fold_val_mse_std,fold_train_mse_mean,fold_train_mse_std,fold_val_mae_mean,fold_val_mae_std,fold_train_mae_mean,fold_train_mae_std,fold_val_rmse_mean,fold_val_rmse_std,fold_train_rmse_mean,fold_train_rmse_std
fnqp8vi2,True,10000,sum,['random_10'],,100,5,371840.0,0.19035179023295412,0.2133004272188571,0.4740355982288912,0.4982388238693793,0.5116245546658795,0.5310658914637632,0.09472210071959104,0.09606788827492392,0.01654074131050616,0.015708625626810285,0.12861081334983523,0.12533405613324053,0.21959408569002248,0.8736173787220411,0.2319592928883687,0.8728113749504889,0.221387409809627,0.8751932163655354,0.1963310678678537,0.8751823766535547,0.20610668760905815,0.8734671624846438,0.5091855809015959,0.9839122738894416,0.5378808760083292,0.9835901541351506,0.5189230560822573,0.9836468239465734,0.4841588878247317,0.9835433616310963,0.5050656161213589,0.9826528028284696,0.5380797391309315,0.983195213350507,0.5522653617091339,0.9839645428236709,0.5171204919267995,0.9825282152925424,0.5181313217794931,0.9827122574509308,0.5106118437639541,0.9828291085969924,0.015281709909538673,0.002534674130235236,0.01563152245875946,0.0025263637206091837,0.015223672914546488,0.0025040311850345657,0.01676266892759135,0.002463338993757324,0.015445146575183671,0.0025417300442743657,0.09432949832082806,0.03685719699315756,0.09493508384227442,0.03650244165149768,0.09219306634586158,0.03670759083167556,0.09622052706956946,0.03622822265141951,0.09503881821194936,0.036516953056403886,0.1236192133510753,0.05034554727317239,0.125026087112888,0.05026294580114842,0.12338424905370413,0.0500402956129814,0.12947072614143842,0.04963203596224241,0.124278504075257,0.05041557342998655,0.21507570877298604,0.013938378813754588,0.8740543018352527,0.0010782138896963621,0.5110428033876546,0.019648800749007912,0.9834690832861464,0.0004781471692403903,0.5272417516620624,0.017361139796516042,0.9830458675029285,0.0005684435829843004,0.015668944157123926,0.0006316518931924007,0.002514027614782135,3.1682596232783264e-05,0.09454339875809656,0.001481674125662685,0.03656248103683084,0.00023733970405527224,0.12515575594687256,0.0024952230588663983,0.05013927961590624,0.00031673012981192817
bdci1u6y,True,10000,sum,['random_10'],,500,2,5037082.0,0.20289247122501008,0.20502307910552653,0.5037989636590153,0.49480315400675057,0.5752276071061859,0.5518626669396975,0.09387380047282856,0.0968289015469469,0.01628454095380203,0.015873905699653627,0.12761089668912304,0.12599168901024238,0.23305818552097513,0.8933398810701192,0.234489120459753,0.8939270450347069,0.2283198589273342,0.8943786124740036,0.2010078028328649,0.8949648794496128,0.2128351039567905,0.8943077625545967,0.537263971726273,0.9909346187170116,0.5505629283051878,0.991059877734944,0.5446109269678212,0.991025150993605,0.4951323790388025,0.99046016422072,0.5251216060839761,0.9902101488493766,0.5952775811135335,0.9898981213817384,0.5969047824339868,0.9903314402003424,0.5731027595965906,0.9898034233465844,0.5686485699683553,0.9894464514095466,0.5556781098225302,0.9893570015703668,0.015018059334835365,0.002139128318796244,0.015580034228861332,0.002106940499260931,0.015088127536531337,0.0021191095585503215,0.01666512308906728,0.0020729212849023436,0.015314245640401122,0.002123094215198955,0.09403021329876037,0.03484488022828102,0.09517594841300696,0.03452967287263274,0.09152672335240244,0.03487129881392606,0.09590155157444626,0.034434498022770516,0.09458583833755552,0.034659304024744785,0.12254819188725456,0.046250711549080455,0.12482000732599455,0.04590142153856382,0.12283373940628584,0.04603378714108064,0.12909346648481973,0.04552934531598652,0.12375073995900437,0.04607704651123979,0.22194201433954355,0.01451596589482207,0.8941836361166079,0.0006003178032721422,0.5305383624244121,0.021949823693921438,0.9907379921031314,0.00038096569609710393,0.5779223605869992,0.017787456654335124,0.9897672875817157,0.00038985956263605384,0.015533117965939286,0.0006698588853520554,0.002112238775341759,2.4809436548746353e-05,0.09424405499523432,0.001670490619066875,0.03466793079247103,0.00019127871449371627,0.12460922901267182,0.002659419769140553,0.04595846241119024,0.00027043516083400575
avadwusw,True,10000,sum,['random_10'],,200,2,2014004.0,0.20498741495309092,0.21006520137466225,0.5012270730981723,0.4995251791596514,0.5769988679044675,0.5374936136776864,0.0936215353016564,0.0965761254457079,0.016241742214981595,0.015773225829178485,0.12744309402624213,0.12559150380968645,0.22488674993465815,0.8925973650002307,0.2284790159849016,0.8930662329015528,0.22210046400692285,0.8926657018952815,0.1973246321711527,0.8931208945609651,0.2114564014771041,0.8940013736553653,0.5220568262870464,0.989428348525912,0.5386473702181895,0.9896980280357128,0.5305303844829664,0.9893541608238792,0.488613266636909,0.9889040159993334,0.5187953528671474,0.9887313062823068,0.5636461529681817,0.9878835514661196,0.5674239357562093,0.9883123628859742,0.5475149039994129,0.987601835179132,0.5462829143698297,0.9872517459975576,0.5461743992761924,0.9869882986593368,0.015178070305901604,0.0021540198937184873,0.01570235467647333,0.0021240389193642535,0.01520973105949978,0.0021534761320761487,0.01674194548189302,0.002109313260316722,0.015341068214102109,0.0021292488062576915,0.09443621287379414,0.03492963249078021,0.09539165126778185,0.03464522456320468,0.09199345584234224,0.03504594824298284,0.09591768868049608,0.03455549435828347,0.09455086063247174,0.03463094095529523,0.12319931130449392,0.04641141986320271,0.12530903669118731,0.046087296724414785,0.12332773840259854,0.04640556143476931,0.12939066999553336,0.04592726053572891,0.12385906593423877,0.04614378404788332,0.21684945271494788,0.012626575416138007,0.8930903136026791,0.0005600979649784208,0.5197286400984518,0.019033220777945233,0.9892231719334289,0.00039640136554470014,0.5542084612739652,0.010438904937867628,0.9876075588376241,0.0005203458905837904,0.015634633947573966,0.0006530502649525647,0.0021340194023466603,1.9438017314598762e-05,0.09445797385937721,0.0015071057868775112,0.03476144812210929,0.00021341467247509556,0.12501716446561037,0.0025842156819071817,0.046195064521199806,0.00021040505236153288
ov5grk5o,True,10000,sum,['random_10'],,100,2,1006538.0,0.19427331071796972,0.2039348054913619,0.4814376667787552,0.4831076007229296,0.5400929534358164,0.5143429354895609,0.09419072625886105,0.09680488220203376,0.01646062644690984,0.015895636082351068,0.12829897289888895,0.1260778968826458,0.22919973384712156,0.8888889031062851,0.2257433160859721,0.8887645426513718,0.21485928878552807,0.8895722322777855,0.189585101609954,0.889865900197884,0.20435991571986456,0.8913755640388399,0.5204009324378656,0.9863974499460432,0.5263461219410535,0.9866950485057556,0.5122285354676334,0.9869245825858988,0.4645018421374566,0.9860952266774906,0.49504551145584413,0.9863300777966746,0.5416597699916083,0.9829218599543864,0.5365925229060188,0.9839423555537464,0.5128742219031042,0.9836989020418958,0.507388263438626,0.9834812155973596,0.4974578687214208,0.9834265422294788,0.015093614553086034,0.002228395170402089,0.01575803291593978,0.0022094839360166873,0.015351312745278171,0.002215541223144066,0.01690337412902034,0.002173552222124082,0.015479129917077249,0.002181994791599694,0.09450365609601138,0.03534752064872534,0.09566975079316646,0.0352798733721301,0.09246695043627172,0.035478662962997336,0.09623737311355768,0.03483199399670586,0.0949946013439074,0.034980265930071475,0.12285607251204977,0.04720588067605655,0.12553100380360135,0.04700514797356442,0.12390041462916164,0.04706953604130878,0.13001297677162976,0.04662137087349622,0.12441515147713018,0.04671182710620185,0.21274947120968807,0.016208602160447914,0.8896934284544333,0.0010469127244894857,0.5037045886879705,0.024879205910676716,0.9864884771023725,0.0003243770635241205,0.5191945293921556,0.01909969785844807,0.9834941750753734,0.0003791654057402552,0.015717092852080318,0.0007049975161536978,0.0022017934686573235,2.3158962608104156e-05,0.09477446635658295,0.001448107189951415,0.03518366338212602,0.00026840836371670203,0.12534312383871454,0.0027825704018461486,0.04692275253412557,0.0002468888376795926
jxw0f0z0,True,10000,sum,['random_100'],10.0,500,10,136352.0,0.13253061907685526,0.15145165511141212,0.4006094869624221,0.4199113531107632,0.4384643284411221,0.4443468710984829,0.09827914971993,0.10039923502130292,0.017722001298271357,0.016943606857420464,0.13312400721985257,0.13016761063114152,0.1604838580461867,0.4517531273556179,0.1652321475085522,0.4581400856557202,0.15779555310842075,0.4469498110997049,0.13369587062952182,0.45675423626760026,0.13890681637342206,0.4466698879179255,0.43283595282739695,0.7990095964051804,0.4551019994541031,0.807594388860998,0.4500077893072987,0.7970277968111334,0.3947409036557835,0.7988717983073774,0.41375460950560294,0.7908838871163675,0.4497691737431377,0.797533974075828,0.46021116862764966,0.8118305015874484,0.4455699442988943,0.8210343001655727,0.41869454440888776,0.8012475725431148,0.4160861582952268,0.7835457197240283,0.016439191336801537,0.010995397555632428,0.01698958442338643,0.010763031904141572,0.016467040461700038,0.011095990775241616,0.01806909379054462,0.010721230200651863,0.016752516022524176,0.011115025932379232,0.09831879693957,0.08212458544986691,0.09937739628266284,0.0813272805293075,0.09579861516827332,0.08244199371149798,0.1002937335816084,0.0810034877719261,0.09901314260063024,0.08253464321472737,0.12821540990380811,0.10485894122883574,0.13034410007125918,0.103745033154082,0.12832396682498573,0.10533750887144434,0.134421329373521,0.10354337352361986,0.1294315109334824,0.10542782333131626,0.1512228491332207,0.0140009535658314,0.4520534296593137,0.005344730805755307,0.42928825095003703,0.02521432277384146,0.7986774935002114,0.0059816567354923,0.4380661978747592,0.01963446384638222,0.8030384136191984,0.014270807836004144,0.01694348520699136,0.0006683750730996447,0.010938135273609342,0.00018520032004006463,0.09856033691454896,0.0017002008388060797,0.08188639813546517,0.0006851613917897288,0.13014726342141128,0.0025433813391672116,0.10458253602185963,0.0008863075409903806
t12irkcf,True,10000,sum,['random_100'],10.0,200,10,54792.0,0.12895573934214233,0.15122047034709607,0.3930370826334297,0.4160865711129638,0.4328222457226773,0.4332168259773947,0.09826376084058332,0.10049109062155018,0.017795034450441324,0.016948223098535765,0.13339803015952417,0.13018534133509718,0.1570131315900265,0.4493326961499981,0.162399289416446,0.4545901585746792,0.15910787435455964,0.4450230360423566,0.1368994557046872,0.4564401622600033,0.13510432943067363,0.4417465638059651,0.4276361013249411,0.7977881497586115,0.4489863868042414,0.8039002307641867,0.44979143576051694,0.7940150797849403,0.4007303465281455,0.7972885620478166,0.4041827669965156,0.7816793931696153,0.4306778324038462,0.7874526286374625,0.43864265263922414,0.7948676304869102,0.4422639457682169,0.8095541632625283,0.4179454155538942,0.7929356196742136,0.39934858103838783,0.7735608633786145,0.0165071542185607,0.01104394065672388,0.017047240071686332,0.010833544554033486,0.01644138155294139,0.011134648167809937,0.018002274440126406,0.01072742861021212,0.01682649317696587,0.011213923270483667,0.09854604169489592,0.08221256722645276,0.09976780952231656,0.08162762229510545,0.09585074631364449,0.08253271589505713,0.10017846949985924,0.0810133386649121,0.0992749446282755,0.08283650909879264,0.12848017052666416,0.10509015489913354,0.13056507983257365,0.10408431463978368,0.12822395077730755,0.10552084233842117,0.13417255472013048,0.10357330066292239,0.1297169733572514,0.10589581328118533,0.1501048160992786,0.013031980840036088,0.44942652336660044,0.006209580140869213,0.4262654074828721,0.02351211420875735,0.7949342831050341,0.008225151116958757,0.4257756854807139,0.017472532672419543,0.7916741810879458,0.013013424726656455,0.01696490869205614,0.0006296198911950094,0.010990697051852618,0.0002045690163880948,0.09872360233179835,0.0017172517973593913,0.08204455063606401,0.0007298904836279625,0.13023174584278546,0.0023981937985375163,0.10483288516428924,0.0009767548205456699
rqkkrhxu,True,10000,sum,['random_100'],10.0,100,10,26664.0,0.12352698516427074,0.15036992332510268,0.37843491720108335,0.4150681089185985,0.405329579007186,0.42507030488416553,0.09869351448143084,0.10055718644122184,0.01790594140658755,0.01696520661449124,0.133813083839315,0.13025055322144025,0.15567090009200468,0.44915007057002754,0.16570518626395547,0.4484942378466864,0.1565457326044628,0.4439083749154843,0.1282351276917566,0.45262834484006176,0.13217867936070782,0.43923517018920777,0.4186872364615296,0.7911745583980347,0.4520159565742982,0.7975951526523701,0.4432631879240972,0.7898951805269596,0.3817075557023437,0.7915646077729205,0.3947546757908797,0.7785366219689707,0.415684651212003,0.7723907377753191,0.4344173860355694,0.7822198003907295,0.4173658654904051,0.7931099463165611,0.3903254052154611,0.7796955962807468,0.38677007227114335,0.7470930354362665,0.016533437454000235,0.011047603314836124,0.016979956918150726,0.010954628597240302,0.016491477336718324,0.011157011905910974,0.01818299221600894,0.0108026567569744,0.016883411522860773,0.011264370922919632,0.0983782034994504,0.0820432820922707,0.09921021322924312,0.08183293954178075,0.0960539387958521,0.08253860794377167,0.10062517959221512,0.08121980500414176,0.099423429875515,0.08298654616752901,0.1285824150263178,0.10510757972114154,0.13030716372537132,0.1046643616387178,0.12841914707985846,0.1056267575281518,0.13484432585766795,0.10393582999608172,0.1299361825007214,0.10613374073742823,0.14766712520257746,0.016475407510806204,0.44668323967229356,0.005193333658762678,0.4180857224906297,0.030221003162806525,0.7897532242638512,0.006939550785366758,0.40891267604491643,0.020022411380388863,0.7749018232399245,0.017231533774159473,0.0170142550895478,0.0006871544680383357,0.011045254299576287,0.00017858748603422924,0.09873819299845515,0.001702049069839906,0.08212423614989876,0.0006754046048158393,0.13041784683798738,0.0026077566247312,0.10509365392430421,0.0008501502917596225
jkmq0p2p,True,10000,sum,['random_100'],10.0,500,5,196216.0,0.13151582467692702,0.15369677766788492,0.39918479190407047,0.4231700133702463,0.44260978928502814,0.44970148273523386,0.0981718982128688,0.10015115881513932,0.017742733082088173,0.016898776796560943,0.13320185089587971,0.1299952952862562,0.15623726141159677,0.4603397546526393,0.16425785883522992,0.4683469088036932,0.16105181605671892,0.4620780925415948,0.1361441619127135,0.4713361151703137,0.13962240268938786,0.46562097580358575,0.4244049776303472,0.7991681762387912,0.4528654048726172,0.8098317554084444,0.45452917779096047,0.8005059993602154,0.4018351683454257,0.8038492844955851,0.4141326977351972,0.7966812755751489,0.4403813061465548,0.7976011534461952,0.4577551979048832,0.8129072606303269,0.4523047284170995,0.8286473876265988,0.43154706574937657,0.8090051713504203,0.4249712452956305,0.7987198418329781,0.016522347110845107,0.010823187944408553,0.017009413600586717,0.010560292487046097,0.016403373006699692,0.01079246810280884,0.018018028115889796,0.0104334494374851,0.016738594333847896,0.010734345704254094,0.0984649535119144,0.08181644852267088,0.09946317181614492,0.08106051759600447,0.09567717072483048,0.08170747875973004,0.100003434498413,0.08032908450868886,0.09894407835668428,0.08147281725124224,0.12853928236475068,0.10403455168552683,0.1304201426183345,0.10276328374982038,0.1280756534502155,0.10388680427662043,0.13423124865652483,0.10214425797608546,0.1293777196191365,0.10360668754599818,0.1514627001811294,0.012780003155089906,0.4655443693943654,0.004486298715138948,0.42955348527490955,0.023451245834180564,0.802007298215637,0.005081733779855158,0.44139190870270895,0.013733420046219668,0.809376162977304,0.012611447326682037,0.016938351233573838,0.0006461261452993925,0.010668748735200536,0.0001662749461587079,0.09851056178159742,0.0016848038789602712,0.0812772693276673,0.000604166598359867,0.1301288093417924,0.0024607450247040416,0.10328711704681026,0.0008063710056908076
ffaygpfh,True,10000,sum,['random_100'],10.0,200,5,77356.0,0.12611160647145014,0.1510117878265168,0.38686929997345065,0.4190901231506051,0.41972896073611127,0.4404955276262207,0.0986197390014832,0.100436392842152,0.017853138779579978,0.01695239002032403,0.13361563822988676,0.1302013441571324,0.15717468634157905,0.46163771959848543,0.1667469431444184,0.47140571867671544,0.16055525549299665,0.4602325311461978,0.13683170575715353,0.4741673906758185,0.13803481395836217,0.4616556840185324,0.42713789091784654,0.7998029531935562,0.4560906426933488,0.8072333506386118,0.4508627433754874,0.7965792502948124,0.4003768814348382,0.8065737851210013,0.4079651645541601,0.7918843150386167,0.4399711962066738,0.798574783357486,0.46850841300864055,0.8132457646451519,0.4397070558343768,0.809832169202215,0.4228124806102749,0.8053624524361793,0.40754761271059975,0.7768404664743553,0.016503990694550358,0.010797156531727588,0.01695875459655144,0.010499534960274844,0.01641308191161545,0.010829496084408825,0.018003687546811215,0.010377572781867154,0.016769480776987155,0.010813998555342343,0.0983335234151738,0.08165260840831175,0.09928543816431935,0.0807010154344755,0.09575082595994648,0.08185791869562684,0.1000163987915985,0.08006138245139423,0.09899723755829912,0.08173830647007606,0.12846785860498477,0.10390936691043588,0.1302257831481594,0.10246723847296191,0.12811355085085827,0.1040648647931127,0.1341778206217824,0.10187037244394051,0.12949702999291973,0.10399037722473337,0.15186868093890196,0.013624054603209814,0.4658198088231499,0.006460108149056314,0.4284866645951362,0.024878603116505502,0.8004147308573197,0.00656278717924086,0.4357093516741132,0.022744978602348337,0.8007711272230775,0.014459424072371689,0.016929799105303123,0.0006379824120993457,0.010663551782724151,0.00021018294328194734,0.09847668477786745,0.0016390986816233906,0.08120224629197688,0.0007862721422227202,0.13009640864374092,0.0024299082554431143,0.10326044396903686,0.0010201066375310605
pe5vet6z,True,10000,sum,['random_100'],10.0,100,5,39412.0,0.12577295990005333,0.14800707844049998,0.3838090611790114,0.4089027195470853,0.41191540820551614,0.4210303913620142,0.09857874082340978,0.10062460819881132,0.017860057173600483,0.01701238732615126,0.13364152488504644,0.13043154268102197,0.1591850061296689,0.45768663452891345,0.16246595917448092,0.45971323022382093,0.1520682878668278,0.4499671055626456,0.13401724600515608,0.4659271411273289,0.13693093272394263,0.4555320807386697,0.4307221398907035,0.7940224286913936,0.4453685682233853,0.7979395369608444,0.4334286855444993,0.7873225365203453,0.3950935272486449,0.7923220312693648,0.4037650731692024,0.7849959051785701,0.4154012163307726,0.7725053226350616,0.4254498108208376,0.7828677298275841,0.3974750290309475,0.7955699506559942,0.38992469727557566,0.787567322693679,0.383395075156629,0.7668626480710813,0.01646462512432123,0.01087639775184896,0.017045883177695696,0.010731784334930286,0.016579021713777585,0.011035454006248642,0.01806239064599361,0.010540198278867244,0.01679095671991437,0.010937006517079986,0.09817637333631564,0.0819199591626369,0.09950674744697184,0.08155069344019876,0.09605658377749957,0.08227497881718071,0.10034577411782616,0.08056060522741296,0.0992438004777944,0.08212213431570557,0.12831455538761466,0.10428996956490572,0.13055988349296155,0.1035943257853937,0.12875954999058356,0.10504976918703174,0.13439639372391513,0.10266546780133641,0.12957992406200264,0.10458014399052999,0.14893348638001527,0.01288995712424692,0.4577652384362757,0.00583556714754414,0.42167559881528704,0.02126455507505273,0.7913204877241038,0.005198541753825605,0.40232916572295246,0.017616583117166514,0.7810745947766801,0.011520612455321386,0.0169885754763405,0.0006398583085171516,0.010824168177795022,0.00019318113161181499,0.09866585583128151,0.0016516005825231918,0.08168567419262698,0.0006849574451644032,0.1303220613314155,0.002433055350601886,0.1040359352658395,0.0009302897109734802
z4re3cfp,True,10000,sum,['random_100'],10.0,500,2,332070.0,0.13440071413369414,0.15423944961507297,0.40356156515833513,0.4241973031306492,0.450887407291706,0.45525702089777176,0.09810489275484988,0.10003635254479834,0.017683796114602603,0.016887940855178116,0.13298043508201723,0.12995361039685707,0.1607539869332958,0.467200068433633,0.16803134348284343,0.4739994795713399,0.15853819891263454,0.46301137621638055,0.13546002510294686,0.4736854707122137,0.13983927353759606,0.4630067986135468,0.43258608135072263,0.7999747912776909,0.4592462491627429,0.8081389757819686,0.4521256921970837,0.7986878340010877,0.4004073121988201,0.8026043727697437,0.415280736287563,0.7908598091863248,0.4507986099697666,0.8018435685616475,0.4694170294610179,0.8205077033470398,0.4590920853096459,0.8270200503209263,0.4312555728612454,0.8082629444841168,0.41629421814475737,0.7927953203131185,0.016433901741713528,0.010685600515930252,0.01693261388219838,0.010448014760087415,0.01645252002245059,0.01077374338802898,0.018032297622131467,0.010387083716352129,0.01673437512455846,0.010786858023075462,0.09831917778685414,0.08143332559661777,0.09924272914710423,0.08068934458307518,0.09565403390192584,0.08190753687480726,0.10017873336593876,0.08037215593601772,0.09886013975970986,0.0818242954649454,0.12819478047765256,0.10337117836191213,0.1301253775487256,0.1022155309142765,0.12826737707792496,0.10379664439676738,0.1342843908357612,0.10191704330656443,0.12936141281138847,0.10385979984130271,0.15252456559386335,0.014110833590646134,0.4681806387094228,0.005445491219364346,0.43192921423938646,0.02462393002583562,0.8000531566033631,0.006290410546610263,0.4453715031492866,0.021451358873039325,0.8100859174053697,0.013834763933254567,0.016917141678610487,0.0006570026447281292,0.010616260080694847,0.00018677596196491365,0.09845096279230657,0.0017043832764273355,0.08124533169109267,0.0006856774075356444,0.13004666775029056,0.0025014709812486405,0.10303203936416463,0.0009075689753937721
