gene1,gene2,gene3,prediction
YBR158W,YER079W,YLR312C-B,0.5849609375
YBR158W,YER079W,YIL174W,0.5849609375
YDR057W,YER079W,YLL012W,0.57470703125
YBR203W,YDR057W,YPL081W,0.56787109375
YIL174W,YMR244W,YPL081W,0.54248046875
YJL017W,YMR244W,YPL081W,0.54248046875
YKL200C,YMR244W,YPL081W,0.54248046875
YLR312C-B,YMR244W,YPL081W,0.54248046875
YDR057W,YKL033W-A,YPL081W,0.54150390625
YBR203W,YDR057W,YER079W,0.533203125
YDR057W,YER079W,YLR104W,0.5322265625
YDR057W,YGL087C,YPL081W,0.51953125
YBR158W,YDR057W,YER079W,0.51904296875
YER079W,YIL174W,YMR244W,0.501953125
YER079W,YJL017W,YMR244W,0.501953125
YER079W,YKL200C,YMR244W,0.501953125
YER079W,YLL017W,YMR244W,0.501953125
YER079W,YLR312C-B,YMR244W,0.501953125
YDR057W,YER079W,YKR054C,0.495849609375
YDR155C,YER079W,YPL046C,0.49072265625
YCR032W,YER079W,YLL012W,0.489013671875
YDR057W,YER079W,YLR351C,0.4814453125
YBR158W,YIL174W,YOR126C,0.48046875
YBR158W,YLR312C-B,YOR126C,0.48046875
YBR158W,YER079W,YPL046C,0.478759765625
YBR246W,YER079W,YPL046C,0.477783203125
YBR203W,YER079W,YPL046C,0.475830078125
YDR155C,YIL174W,YOR126C,0.467529296875
YDR155C,YKL200C,YOR126C,0.467529296875
YDR155C,YLL017W,YOR126C,0.467529296875
YDR155C,YLR312C-B,YOR126C,0.467529296875
YBR158W,YDR057W,YOR126C,0.46630859375
YER079W,YLL012W,YPL046C,0.465576171875
YDR057W,YER079W,YGL087C,0.461669921875
YDR057W,YIL174W,YLL012W,0.455322265625
YDR057W,YLL012W,YOL153C,0.455322265625
YDR057W,YLL012W,YLR312C-B,0.455322265625
YBR203W,YLL012W,YPL046C,0.452880859375
YDR057W,YKL033W-A,YLL012W,0.44921875
YER079W,YLR104W,YPL046C,0.445068359375
YGL087C,YLL012W,YPL046C,0.443603515625
YBR203W,YLR351C,YPL046C,0.442626953125
YDR057W,YER079W,YMR244W,0.43896484375
YBR203W,YLR104W,YPL046C,0.4384765625
YBR203W,YKL033W-A,YPL046C,0.43701171875
YDR057W,YER079W,YKL033W-A,0.434814453125
YER079W,YMR244W,YPL046C,0.43212890625
YCR032W,YER079W,YMR244W,0.42822265625
YCR032W,YDR155C,YER079W,0.427978515625
YKL033W-A,YLR104W,YPL046C,0.427734375
YBR158W,YLR104W,YPL046C,0.4248046875
YBR203W,YKR054C,YPL046C,0.4248046875
YER079W,YLR351C,YPL046C,0.423583984375
YBR203W,YIL174W,YOR126C,0.420654296875
YBR203W,YJL017W,YOR126C,0.420654296875
YBR203W,YLL017W,YOR126C,0.420654296875
YBR203W,YLR312C-B,YOR126C,0.420654296875
YBR203W,YGL087C,YPL046C,0.42041015625
YBR246W,YLR104W,YPL046C,0.41943359375
YKR054C,YLR104W,YPL046C,0.418212890625
YBR246W,YDR057W,YER079W,0.41796875
YBR158W,YGL087C,YPL046C,0.4169921875
YIL171W,YLL012W,YPL046C,0.41650390625
YIL174W,YLL012W,YPL046C,0.41650390625
YLL012W,YLR312C-B,YPL046C,0.41650390625
YBR203W,YDR057W,YLR351C,0.412841796875
YGL087C,YLR104W,YPL046C,0.41162109375
YBR203W,YDR057W,YLL012W,0.410888671875
YDR057W,YGL087C,YLL012W,0.4091796875
YBR203W,YDR155C,YPL046C,0.40771484375
YBR246W,YER079W,YLL017W,0.406982421875
YBR246W,YER079W,YLR312C-B,0.406982421875
YBR246W,YER079W,YIL174W,0.406982421875
YBR203W,YDR057W,YOR126C,0.406494140625
YCR032W,YER079W,YLR104W,0.40576171875
YBR203W,YIL171W,YPL046C,0.405517578125
YBR203W,YIL174W,YPL046C,0.405517578125
YBR203W,YJL017W,YPL046C,0.405517578125
YBR203W,YKL200C,YPL046C,0.405517578125
YBR203W,YLL017W,YPL046C,0.405517578125
YBR203W,YLR312C-B,YPL046C,0.405517578125
YBR203W,YOL153C,YPL046C,0.405517578125
YBR158W,YIL171W,YPL046C,0.4052734375
YBR158W,YIL174W,YPL046C,0.4052734375
YBR158W,YLR312C-B,YPL046C,0.4052734375
YDR155C,YOR126C,YPL046C,0.404296875
YGL087C,YKR054C,YPL046C,0.403076171875
YGL087C,YKL033W-A,YPL046C,0.402099609375
YBR203W,YDR057W,YKL033W-A,0.400634765625
YDR155C,YIL171W,YPL046C,0.3984375
YDR155C,YIL174W,YPL046C,0.3984375
YDR155C,YJL017W,YPL046C,0.3984375
YDR155C,YKL200C,YPL046C,0.3984375
YDR155C,YLL017W,YPL046C,0.3984375
YDR155C,YLR312C-B,YPL046C,0.3984375
YER079W,YKL033W-A,YPL046C,0.3974609375
YBR203W,YDR057W,YLL017W,0.3955078125
YBR203W,YDR057W,YOL153C,0.3955078125
YBR203W,YDR057W,YIL171W,0.3955078125
YBR203W,YDR057W,YLR312C-B,0.3955078125
YBR203W,YDR057W,YIL174W,0.3955078125
YBR203W,YDR057W,YJL017W,0.3955078125
YBR203W,YDR057W,YKL200C,0.3955078125
YER079W,YGL087C,YPL046C,0.3955078125
YGL087C,YLR351C,YPL046C,0.395263671875
YBR246W,YDR057W,YPL046C,0.39111328125
YBR158W,YDR057W,YPL046C,0.390869140625
YBR246W,YGL087C,YPL046C,0.390380859375
YBR203W,YDR057W,YKR054C,0.39013671875
YDR155C,YGL087C,YPL046C,0.389892578125
YDR057W,YIL174W,YKR054C,0.3896484375
YDR057W,YJL017W,YKR054C,0.3896484375
YDR057W,YKR054C,YOL153C,0.3896484375
YDR057W,YKR054C,YLR312C-B,0.3896484375
YCR032W,YER079W,YKL033W-A,0.389404296875
YBR158W,YDR057W,YKL033W-A,0.38916015625
YER079W,YKR054C,YPL046C,0.387939453125
YBR158W,YDR057W,YOL153C,0.38671875
YBR158W,YDR057W,YLR312C-B,0.38671875
YBR158W,YDR057W,YIL174W,0.38671875
YDR057W,YKL033W-A,YLR104W,0.38623046875
YDR155C,YLR104W,YPL046C,0.385986328125
YBR203W,YDR057W,YLR104W,0.38427734375
YBR246W,YIL171W,YPL046C,0.3837890625
YBR246W,YIL174W,YPL046C,0.3837890625
YBR246W,YJL017W,YPL046C,0.3837890625
YBR246W,YKL200C,YPL046C,0.3837890625
YBR246W,YLL017W,YPL046C,0.3837890625
YBR246W,YLR312C-B,YPL046C,0.3837890625
YCR032W,YER079W,YKR054C,0.379638671875
YIL171W,YLR104W,YPL046C,0.379638671875
YIL174W,YLR104W,YPL046C,0.379638671875
YJL017W,YLR104W,YPL046C,0.379638671875
YKL200C,YLR104W,YPL046C,0.379638671875
YLR104W,YLR312C-B,YPL046C,0.379638671875
YLR104W,YOL153C,YPL046C,0.379638671875
YDR057W,YIL174W,YLR104W,0.37939453125
YDR057W,YJL017W,YLR104W,0.37939453125
YDR057W,YKL200C,YLR104W,0.37939453125
YDR057W,YLR104W,YOL153C,0.37939453125
YDR057W,YLR104W,YLR312C-B,0.37939453125
YDR057W,YKL033W-A,YLR351C,0.379150390625
YIL171W,YLR351C,YPL046C,0.377197265625
YIL174W,YLR351C,YPL046C,0.377197265625
YBR203W,YDR057W,YGL087C,0.376953125
YDR057W,YIL174W,YLR351C,0.376953125
YDR057W,YLR351C,YOL153C,0.376953125
YCR032W,YER079W,YGL087C,0.376708984375
YBR203W,YDR057W,YPL046C,0.37548828125
YCR032W,YER079W,YOL153C,0.372314453125
YCR032W,YER079W,YIL171W,0.372314453125
YCR032W,YER079W,YLR312C-B,0.372314453125
YCR032W,YER079W,YIL174W,0.372314453125
YBR158W,YDR057W,YGL087C,0.3720703125
YDR057W,YIL171W,YKL033W-A,0.37060546875
YDR057W,YIL174W,YKL033W-A,0.37060546875
YDR057W,YJL017W,YKL033W-A,0.37060546875
YDR057W,YKL033W-A,YLL017W,0.37060546875
YDR057W,YKL033W-A,YOL153C,0.37060546875
YDR057W,YKL033W-A,YLR312C-B,0.37060546875
YDR057W,YKL033W-A,YKL200C,0.37060546875
YDR057W,YGL087C,YLR104W,0.370361328125
YDR057W,YLL012W,YPL046C,0.369384765625
YDR057W,YGL087C,YKR054C,0.36474609375
YDR057W,YGL087C,YLR351C,0.363037109375
YIL171W,YKL033W-A,YPL046C,0.358642578125
YIL174W,YKL033W-A,YPL046C,0.358642578125
YJL017W,YKL033W-A,YPL046C,0.358642578125
YKL033W-A,YKL200C,YPL046C,0.358642578125
YKL033W-A,YLL017W,YPL046C,0.358642578125
YKL033W-A,YLR312C-B,YPL046C,0.358642578125
YBR203W,YCR032W,YER079W,0.358154296875
YBR158W,YOR126C,YPL046C,0.353759765625
YGL087C,YIL171W,YPL046C,0.353515625
YGL087C,YIL174W,YPL046C,0.353515625
YGL087C,YJL017W,YPL046C,0.353515625
YGL087C,YKL200C,YPL046C,0.353515625
YGL087C,YLL017W,YPL046C,0.353515625
YGL087C,YLR312C-B,YPL046C,0.353515625
YGL087C,YOL153C,YPL046C,0.353515625
YIL171W,YKR054C,YPL046C,0.351318359375
YIL174W,YKR054C,YPL046C,0.351318359375
YJL017W,YKR054C,YPL046C,0.351318359375
YKR054C,YLL017W,YPL046C,0.351318359375
YKR054C,YLR312C-B,YPL046C,0.351318359375
YDR057W,YGL087C,YKL033W-A,0.348876953125
YBR246W,YDR057W,YOR126C,0.3427734375
YBR246W,YDR057W,YKL033W-A,0.34130859375
YLR104W,YMR244W,YPL046C,0.34033203125
YCR032W,YLL012W,YPL081W,0.340087890625
YKL033W-A,YMR244W,YPL046C,0.339599609375
YDR057W,YLR104W,YPL046C,0.3388671875
YLR351C,YMR244W,YPL046C,0.338134765625
YBR203W,YMR244W,YPL046C,0.33544921875
YCR032W,YER079W,YPL046C,0.335205078125
YIL174W,YLR104W,YOR126C,0.3291015625
YJL017W,YLR104W,YOR126C,0.3291015625
YKL200C,YLR104W,YOR126C,0.3291015625
YLR104W,YLR312C-B,YOR126C,0.3291015625
YDR057W,YIL174W,YPL081W,0.325927734375
YDR057W,YJL017W,YPL081W,0.325927734375
YDR057W,YKL200C,YPL081W,0.325927734375
YDR057W,YLR312C-B,YPL081W,0.325927734375
YDR057W,YOL153C,YPL081W,0.325927734375
YDR057W,YLR104W,YOR126C,0.32470703125
YGL087C,YMR244W,YPL046C,0.323974609375
YDR057W,YGL087C,YLL017W,0.322998046875
YDR057W,YGL087C,YOL153C,0.322998046875
YDR057W,YGL087C,YIL171W,0.322998046875
YDR057W,YGL087C,YLR312C-B,0.322998046875
YDR057W,YGL087C,YIL174W,0.322998046875
YDR057W,YGL087C,YJL017W,0.322998046875
YDR057W,YGL087C,YKL200C,0.322998046875
YDR057W,YLL012W,YOR126C,0.316162109375
YCR032W,YDR057W,YER079W,0.314208984375
YBR246W,YDR057W,YGL087C,0.3134765625
YCR032W,YLL012W,YPL046C,0.312744140625
YBR246W,YDR057W,YOL153C,0.31201171875
YBR246W,YDR057W,YLR312C-B,0.31201171875
YBR246W,YDR057W,YIL174W,0.31201171875
YBR246W,YDR057W,YJL017W,0.31201171875
YBR246W,YDR057W,YKL200C,0.31201171875
