run_id,cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,svr.kernel,svr.C,svr.gamma,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,val_rmse,test_rmse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,fold_val_r2_mean,fold_val_r2_std,fold_train_r2_mean,fold_train_r2_std,fold_val_pearson_mean,fold_val_pearson_std,fold_train_pearson_mean,fold_train_pearson_std,fold_val_spearman_mean,fold_val_spearman_std,fold_train_spearman_mean,fold_train_spearman_std,fold_val_mse_mean,fold_val_mse_std,fold_train_mse_mean,fold_train_mse_std,fold_val_mae_mean,fold_val_mae_std,fold_train_mae_mean,fold_train_mae_std,fold_val_rmse_mean,fold_val_rmse_std,fold_train_rmse_mean,fold_train_rmse_std
l9px55n6,True,100000,sum,['one_hot_gene'],rbf,1.0,0.1,5903.0,0.7854678632730525,0.7905898963137074,0.8984153355127908,0.9017583984110886,0.8972113472008094,0.9003724875192964,0.0478564578101951,0.0470648296557591,0.0046145883067186,0.0044559155881637,0.0679307611227684,0.0667526448027623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bgg4tu3,True,100000,mean,['one_hot_gene'],rbf,10.0,0.1,6132.0,0.7777224710287852,0.7825830615920969,0.8860332362645995,0.88844767935659,0.8870016565675459,0.8905706968244386,0.0467682381770255,0.0463929305077294,0.0047811917677508,0.0046262883591993,0.0691461623501322,0.0680168240893332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dk3r7t3n,True,100000,sum,['one_hot_gene'],linear,0.1,0.01,6978.0,0.7652996381293495,0.7690765651724136,0.8773016881979273,0.8795348376798507,0.8742341832872912,0.875966027028842,0.047115798171746,0.0467676165631099,0.0050484070218785,0.0049136852272515,0.071052142978791,0.070097683465658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yrstfr5l,True,100000,sum,['one_hot_gene'],linear,0.1,0.1,6978.0,0.7652996381293495,0.7690765651724136,0.8773016881979273,0.8795348376798507,0.8742341832872912,0.875966027028842,0.047115798171746,0.0467676165631099,0.0050484070218785,0.0049136852272515,0.071052142978791,0.070097683465658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vtd9w5oj,True,100000,sum,['one_hot_gene'],linear,0.1,0.001,6978.0,0.7652996381293495,0.7690765651724136,0.8773016881979273,0.8795348376798507,0.8742341832872912,0.875966027028842,0.047115798171746,0.0467676165631099,0.0050484070218785,0.0049136852272515,0.071052142978791,0.070097683465658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vmlobi7d,True,100000,sum,['one_hot_gene'],sigmoid,10.0,0.01,6990.0,0.764974098525315,0.7687443879724789,0.8770790053066232,0.8793100636580802,0.8740492117831664,0.8757311715241195,0.0471258431876393,0.0467929771620155,0.0050554093818656,0.0049207534323532,0.0711014021089993,0.0701480821715981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4baagf8x,True,100000,sum,['random_1000'],rbf,1.0,0.001,7252.0,0.7578381243830464,0.7584346658852956,0.8798361286017888,0.8807457154500896,0.869189598079495,0.8695748685367701,0.051805208172942,0.0516843557311426,0.0052089042537125,0.0051401280019143,0.0721727389927289,0.071694686008897,0.76992077495592,0.7997901368019102,0.7607271324533609,0.8013222130125741,0.7676855791929651,0.7989495265427564,0.7580169758292046,0.8018925018699663,0.7740992445193327,0.7996874482898129,0.8869978240619529,0.9048102122756496,0.8814916584822321,0.9054319251218268,0.8868251283637698,0.90547242841417,0.8801596353084227,0.9068099720254634,0.8894964941053453,0.9047677933304292,0.8701489864106935,0.8830573212123837,0.8672062756496484,0.8835766579702055,0.8641528153776072,0.88622882086631,0.8693994361929368,0.8847808081671338,0.868562252603483,0.8845164490818036,0.0048651646939024,0.0042502158622704,0.005069474208585,0.0042156304599171,0.0049523631321883,0.0042594123365549,0.0051540226845655,0.0041979359833217,0.0047688948233583,0.0042541470266139,0.051266473467809,0.04926408117242,0.0519803434729505,0.0491152249898415,0.0516677929438987,0.049456206289672,0.0517268753341477,0.049280978526598,0.0508689146065533,0.0492004403951524,0.0697507325689306,0.065193679619043,0.0712002402284222,0.0649278866121267,0.070373028442638,0.0652641734533963,0.0717915223725303,0.0647914807927843,0.0690571851682236,0.0652238225391146,0.7660899413901566,0.0066200977157111,0.8003283653034039,0.0012284051992191,0.8849941480643446,0.0039773820879181,0.9054584662335078,0.0008253377387036,0.8678939532468737,0.0023594115015954,0.8844320114595673,0.0012225706285203,0.0049619839085199,0.0001542586874199,0.0042354683337356,2.7119720692547604e-05,0.0515020799650718,0.0004367890008511,0.0492633862747368,0.0001259002367615,0.070434541756149,0.001095009201587,0.065080208603293,0.0002085122524008
u8gjlicw,True,100000,sum,['one_hot_gene'],rbf,0.1,0.1,7816.0,0.744642865067314,0.7464800184648449,0.8928216496297995,0.895841376942281,0.895358101264787,0.8985567026765108,0.0534453646480228,0.0532439215515399,0.0054927344074205,0.0053945039792625,0.0741129840677091,0.0734472870789829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oqsr0odl,True,100000,sum,['one_hot_gene'],rbf,10.0,0.001,8596.0,0.7345645383100836,0.7376456208761393,0.873892910424534,0.8765667149439657,0.8718396073405077,0.8745037039419901,0.0523826712501358,0.0522604551400176,0.0057095193120727,0.0055824859783857,0.0755613612375584,0.0747160356174346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vyh3ndkw,False,100000,sum,['prot_T5_no_dubious'],rbf,10.0,0.1,10264.0,0.7308393673784539,0.729262219847355,0.8583045464527774,0.8573334059878549,0.8377868472730841,0.8412545258645329,0.0544526889768372,0.0543917887300344,0.0057896477743344,0.0057608714844736,0.0760897350129069,0.0759004050349772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
